,caseId,caseName,issue,issueArea,decisionDirection,splitVote,majVotes,minVotes,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,justice1,justice2,justice3,justice4,justice5,justice6,justice7,justice8,justice9,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction,justice1Vote,justice2Vote,justice3Vote,justice4Vote,justice5Vote,justice6Vote,justice7Vote,justice8Vote,justice9Vote,justice1Opinion,justice2Opinion,justice3Opinion,justice4Opinion,justice5Opinion,justice6Opinion,justice7Opinion,justice8Opinion,justice9Opinion,justice1Majority,justice2Majority,justice3Majority,justice4Majority,justice5Majority,justice6Majority,justice7Majority,justice8Majority,justice9Majority
3452,1971-151,"MILTON v. WAINWRIGHT, CORRECTIONS DIRECTOR",10120,1,1,1,5,4,100,28,1,0,58,25,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3453,1971-152,PIPEFITTERS LOCAL UNION NO. 562 et al. v. UNITED STATES,80140,8,1,1,6,2,249,27,1,0,86,28,1,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3454,1971-153,WRIGHT et al. v. COUNCIL OF THE CITY OF EMPORIA et al.,20050,2,2,1,5,4,222,3,1,0,126,24,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2
3455,1971-154,UNITED STATES v. SCOTLAND NECK CITY BOARD OF EDUCATION et al.,20050,2,2,1,9,0,27,21,1,0,98,24,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2
3456,1971-155,"PETERS v. KIFF, WARDEN",20040,2,2,1,6,3,126,28,1,0,59,25,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,1,2,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2
3459,1971-158,"LLOYD CORP., LTD. v. TANNER et al.",30010,3,1,1,5,4,235,218,1,0,108,29,0,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
3460,1971-159,"LAIRD, SECRETARY OF DEFENSE, et al. v. TATUM et al.",30010,3,1,1,5,4,324,218,1,0,55,32,1,4,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3461,1971-160,GELBARD et al. v. UNITED STATES,10070,1,2,1,5,4,254,27,1,0,48,29,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3462,1971-161,POLICE DEPARTMENT OF THE CITY OF CHICAGO et al. v. MOSLEY,30150,3,2,1,9,0,3,218,1,0,66,27,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1
3463,1971-162,GRAYNED v. CITY OF ROCKFORD,30150,3,2,1,9,0,218,3,2,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,1,2,2,1,1,2,1,2,2,3,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2
3464,1971-164,"UNITED STATES v. BYRUM, EXECUTRIX",120010,12,1,1,6,3,27,240,1,0,104,26,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2
3465,1971-165,HEALY et al. v. JAMES et al.,30010,3,2,1,9,0,239,26,1,0,53,22,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2
3467,1971-167,COMBS v. UNITED STATES,10050,1,2,1,9,0,100,28,1,0,73,26,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2
3468,1971-168,KOIS v. WISCONSIN,30190,3,2,1,9,0,190,28,1,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3469,1971-169,BEECHER v. ALABAMA,10010,1,2,1,9,0,126,28,1,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2
3470,1971-170,FURMAN v. GEORGIA,10130,1,2,1,5,4,126,28,1,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3471,1971-171,"MORRISSEY et al. v. BREWER, WARDEN, et al.",40040,4,2,1,9,0,217,28,1,0,71,28,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3473,1971-173,BOARD OF REGENTS OF STATE COLLEGES et al. v. ROTH,40030,4,1,1,5,3,26,8,1,0,133,27,1,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2
3477,1971-177,"KLEINDIENST, ATTORNEY GENERAL, et al. v. MANDEL et al.",30060,3,1,1,6,3,1,106,2,1,94,94,1,1,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2
3478,1971-178,MOORE v. ILLINOIS,40010,4,1,1,5,4,100,28,1,0,302,300,1,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3480,1971-180,STEWART v. MASSACHUSETTS,10130,1,2,1,9,0,126,28,2,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WEBurger,WODouglas,WJBrennan,PStewart,BRWhite,TMarshall,100,101,102,99,81,92,94,95,98,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2
3482,1972-002,O'BRIEN et al. v. BROWN et al.,90420,9,1,1,6,3,211,211,1,0,55,32,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,1,1,1,3,2,2,3,1,2,2,2,2,1,1,1,1,2,2
3484,1972-004,CALIFORNIA v. KRIVDA et al.,90190,9,1,1,9,0,28,100,1,0,302,300,0,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3485,1972-005,"ROBINSON v. HANRAHAN, STATES ATTORNEY OF COOK COUNTY",40010,4,2,1,9,0,195,28,2,0,302,300,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1
3486,1972-006,MURCH et al. v. MOTTRAM,10020,1,1,1,6,3,28,126,1,0,78,21,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,1,2,2,1,1,2,3,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
3487,1972-007,NATIONAL LABOR RELATIONS BOARD v. INTERNATIONAL VAN LINES,70080,7,2,1,9,0,382,151,1,0,29,29,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,2,2,2,2,2,1,2,1,3,1,3,3,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2
3488,1972-008,WARD v. VILLAGE OF MONROEVILLE,40050,4,2,1,7,2,100,3,1,0,302,300,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
3489,1972-009,"GOTTSCHALK, ACTING COMMISSIONER OF PATENTS v. BENSON et al.",80210,8,2,1,6,0,394,172,1,0,1,1,0,3,1,HABlackmun,LFPowell,WHRehnquist,WEBurger,WODouglas,WJBrennan,PStewart,BRWhite,TMarshall,100,101,102,99,81,92,94,95,98,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1
3493,1972-013,WEBB v. TEXAS,10270,1,2,1,7,2,100,28,1,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2
3494,1972-014,COOL v. UNITED STATES,10220,1,2,1,6,3,100,27,1,0,69,27,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2
3497,1972-017,TIDEWATER OIL CO. v. UNITED STATES et al.,90330,9,1,1,6,3,198,27,1,0,48,29,0,9,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,1,2,2,2,2,1,2,1,1,2,3,1,1,1,2,3,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2
3498,1972-018,"NEIL, WARDEN v. BIGGERS",10020,1,1,1,8,0,28,126,1,0,117,26,0,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2
3500,1972-020,"NATIONAL LABOR RELATIONS BOARD v. GRANITE STATE JOINT BOARD, TEXTILE WORKERS UNION OF AMERICA, LOCAL 1029, AFL-CIO",70060,7,1,1,8,1,382,249,1,0,21,21,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2
3501,1972-021,"SWENSON, WARDEN v. STIDHAM",10010,1,1,1,9,0,28,100,1,0,87,28,1,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
3502,1972-022,ONE LOT EMERALD CUT STONES AND ONE RING v. UNITED STATES,10170,1,1,1,9,0,195,27,1,0,58,25,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2
3504,1972-024,ERLENBAUGH et al. v. UNITED STATES,10540,1,1,1,8,0,100,27,1,0,68,27,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3505,1972-025,"EXECUTIVE JET AVIATION, INC., et al. v. CITY OF CLEVELAND et al.",80050,8,1,1,9,0,104,3,1,0,103,26,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1
3510,1972-030,BRONSTON v. UNITED STATES,10530,1,2,1,9,0,100,27,1,0,96,22,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3511,1972-031,"HUGHES TOOL CO. et al. v. TRANS WORLD AIRLINES, INC.",80010,8,1,1,6,2,184,104,1,0,96,22,0,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2
3512,1972-032,PHILPOTT et al. v. ESSEX COUNTY WELFARE BOARD,20190,2,2,1,9,0,140,5,1,0,302,300,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2
3513,1972-033,DISTRICT OF COLUMBIA v. CARTER,20400,2,1,1,9,0,28,208,1,0,55,32,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1
3518,1972-038,UNITED STATES v. FULLER ET UX.,40010,4,1,1,5,4,27,195,1,0,45,29,1,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,4,1,1,1,1,2,1,2,3,3,1,2,2,2,1,2,2,2,2,2
3519,1972-039,"ROBINSON v. NEIL, WARDEN",10040,1,2,1,9,0,126,28,1,0,116,26,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2
3520,1972-040,GOOSBY et al. v. OSSER et al.,20010,2,2,1,9,0,251,28,1,0,109,23,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2
3524,1972-044,UNITED STATES v. DIONISIO,10050,1,1,1,6,3,27,254,1,0,66,27,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2
3525,1972-045,"UNITED STATES v. MARA, AKA MARASOVICH",10050,1,1,1,6,3,27,254,1,0,66,27,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2
3530,1972-050,UNITED STATES et al. v. FLORIDA EAST COAST RAILWAY CO. et al.,90120,9,1,1,6,2,366,231,2,1,56,56,0,8,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2
3531,1972-051,UNITED STATES v. CHANDLER et al.,120020,12,2,1,9,0,27,240,1,0,50,29,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,2,1,2,1,2,2,2,1,1,2,1,2,3,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2
3533,1972-053,CHAMBERS v. MISSISSIPPI,10270,1,2,1,8,1,100,28,1,0,302,300,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3535,1972-055,TACON v. ARIZONA,10270,1,1,1,6,3,100,28,1,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
3538,1972-058,UNITED STATES v. ENMONS et al.,10470,1,2,1,5,4,27,100,2,0,75,75,0,,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2
3541,1972-061,DEPARTMENT OF MOTOR VEHICLES OF CALIFORNIA v. RIOS,90190,9,1,1,5,4,28,177,1,0,300,300,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2
3542,1972-062,"TILLMAN et al. v. WHEATON-HAVEN RECREATION ASSN., INC., et al.",20040,2,2,1,9,0,222,131,1,0,79,24,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2
3543,1972-063,UNITED STATES v. BASYE et al.,120010,12,2,1,8,1,27,240,1,0,50,29,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2
3544,1972-064,ILLINOIS v. SOMERVILLE,10170,1,1,1,5,4,28,100,1,0,66,27,0,3,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3545,1972-065,BRADEN v. 30TH JUDICIAL CIRCUIT COURT OF KENTUCKY,10020,1,2,1,6,3,100,6,1,0,74,26,0,3,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1
3546,1972-066,"BRENNAN, SECRETARY OF LABOR v. ARNHEIM & NEELY, INC., et al.",70040,7,2,1,8,1,371,151,1,0,111,23,0,6,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,1,1,1,1,2,2,2,2,4,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2
3549,1972-069,HURTADO et al. v. UNITED STATES,40040,4,1,1,7,2,106,27,1,0,122,25,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
3550,1972-070,BRADLEY et al. v. UNITED STATES,10510,1,1,1,8,1,126,27,1,0,80,21,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
3552,1972-072,"UNITED AIR LINES, INC. v. MAHIN, DIRECTOR OF DEPARTMENT OF REVENUE, et al.",80100,8,2,1,6,3,104,28,2,0,302,300,0,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2
3554,1972-074,ORTWEIN et al. v. SCHWAB et al.,20350,2,1,1,5,4,212,28,2,0,300,300,0,9,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,1,3,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2
3555,1972-075,PAPISH v. BOARD OF CURATORS OF THE UNIVERSITY OF MISSOURI et al.,30010,3,2,1,6,3,239,26,1,0,87,28,1,2,1,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2
3558,1972-078,"LAVALLEE, CORRECTIONAL SUPERINTENDENT v. DELLE ROSE",10010,1,1,1,5,4,28,100,1,0,96,22,1,2,2,HABlackmun,LFPowell,WHRehnquist,WODouglas,PStewart,TMarshall,WJBrennan,BRWhite,WEBurger,100,101,102,81,94,98,92,95,99,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
